On configration JD1+E2, example test152-1, clover violates rule R1, detected by State diff.
On configration JD9+E5, example test252-4, ekstazi violates rule R3
On configration JD9+E5, example test252-4, starts violates rule R3
On configration JD9+E5, example test253-2, ekstazi violates rule R3
On configration JD9+E5, example test253-2, starts violates rule R3
On configration JD9+E5, example test253-4, ekstazi violates rule R3
On configration JD9+E5, example test253-4, starts violates rule R3
On configration JD9+E5, example test254-2, ekstazi violates rule R3
On configration JD9+E5, example test254-2, starts violates rule R3
On configration JD9+E5, example test254-4, ekstazi violates rule R3
On configration JD9+E5, example test254-4, starts violates rule R3
On configration JD9+E5, example test255-2, ekstazi violates rule R3
On configration JD9+E5, example test255-2, starts violates rule R3
On configration JD9+E5, example test255-4, ekstazi violates rule R3
On configration JD9+E5, example test255-4, starts violates rule R3
On configration JD9+E5, example test256-2, ekstazi violates rule R3
On configration JD9+E5, example test256-2, starts violates rule R3
On configration JD9+E5, example test256-4, ekstazi violates rule R3
On configration JD9+E5, example test256-4, starts violates rule R3
On configration JD9+E5, example test257-2, ekstazi violates rule R3
On configration JD9+E5, example test257-2, starts violates rule R3
On configration JD9+E5, example test257-4, ekstazi violates rule R3
On configration JD9+E5, example test257-4, starts violates rule R3
On configration JD9+E5, example test258-2, ekstazi violates rule R3
On configration JD9+E5, example test258-2, starts violates rule R3
On configration JD9+E5, example test258-4, ekstazi violates rule R3
On configration JD9+E5, example test258-4, starts violates rule R3
On configration JD9+E5, example test259-2, ekstazi violates rule R3
On configration JD9+E5, example test259-2, starts violates rule R3
On configration JD9+E5, example test259-4, ekstazi violates rule R3
On configration JD9+E5, example test259-4, starts violates rule R3
On configration JD9+E5, example test26-1, ekstazi violates rule R3
On configration JD9+E5, example test26-1, starts violates rule R3
On configration JD9+E5, example test26-3, ekstazi violates rule R3
On configration JD9+E5, example test26-3, starts violates rule R3
On configration JD9+E5, example test260-2, ekstazi violates rule R3
On configration JD9+E5, example test260-2, starts violates rule R3
On configration JD9+E5, example test261-4, ekstazi violates rule R3
On configration JD9+E5, example test261-4, starts violates rule R3
On configration JD9+E5, example test262-2, ekstazi violates rule R3
On configration JD9+E5, example test262-2, starts violates rule R3
On configration JD9+E5, example test263-4, ekstazi violates rule R3
On configration JD9+E5, example test263-4, starts violates rule R3
On configration JD9+E5, example test264-2, ekstazi violates rule R3
On configration JD9+E5, example test264-2, starts violates rule R3
On configration JD9+E5, example test265-4, ekstazi violates rule R3
On configration JD9+E5, example test265-4, starts violates rule R3
On configration JD9+E5, example test266-1, starts violates rule R3
On configration JD9+E5, example test266-2, ekstazi violates rule R3
On configration JD9+E5, example test266-2, starts violates rule R3
On configration JD9+E5, example test266-3, starts violates rule R3
On configration JD9+E5, example test266-4, starts violates rule R3
On configration JD9+E5, example test266-5, starts violates rule R3
On configration JD9+E5, example test266-6, starts violates rule R3
On configration JD9+E5, example test267-2, ekstazi violates rule R3
On configration JD9+E5, example test267-2, starts violates rule R3
On configration JD9+E5, example test268-2, ekstazi violates rule R3
On configration JD9+E5, example test268-2, starts violates rule R3
On configration JD9+E5, example test269-2, ekstazi violates rule R3
On configration JD9+E5, example test269-2, starts violates rule R3
On configration JD9+E5, example test27-1, ekstazi violates rule R3
On configration JD9+E5, example test27-1, starts violates rule R3
On configration JD9+E5, example test27-3, ekstazi violates rule R3
On configration JD9+E5, example test27-3, starts violates rule R3
On configration JD9+E5, example test270-1, starts violates rule R3
On configration JD9+E5, example test270-2, ekstazi violates rule R3
On configration JD9+E5, example test270-2, starts violates rule R3
On configration JD9+E5, example test270-3, starts violates rule R3
On configration JD9+E5, example test270-4, starts violates rule R3
On configration JD9+E5, example test270-5, starts violates rule R3
On configration JD9+E5, example test270-6, starts violates rule R3
On configration JD9+E5, example test272-2, ekstazi violates rule R3
On configration JD9+E5, example test272-2, starts violates rule R3
On configration JD9+E5, example test273-2, ekstazi violates rule R3
On configration JD9+E5, example test273-2, starts violates rule R3
On configration JD9+E5, example test274-2, ekstazi violates rule R3
On configration JD9+E5, example test274-2, starts violates rule R3
On configration JD9+E5, example test275-1, starts violates rule R3
On configration JD9+E5, example test275-4, starts violates rule R3
On configration JD9+E5, example test275-5, starts violates rule R3
On configration JD9+E5, example test275-6, starts violates rule R3
On configration JD9+E5, example test276-2, ekstazi violates rule R3
On configration JD9+E5, example test276-2, starts violates rule R3
On configration JD9+E5, example test278-2, ekstazi violates rule R3
On configration JD9+E5, example test278-2, starts violates rule R3
On configration JD9+E5, example test28-1, ekstazi violates rule R3
On configration JD9+E5, example test28-1, starts violates rule R3
On configration JD9+E5, example test28-3, ekstazi violates rule R3
On configration JD9+E5, example test28-3, starts violates rule R3
On configration JD9+E5, example test281-2, ekstazi violates rule R3
On configration JD9+E5, example test281-2, starts violates rule R3
On configration JD9+E5, example test282-2, ekstazi violates rule R3
On configration JD9+E5, example test282-2, starts violates rule R3
On configration JD9+E5, example test283-2, ekstazi violates rule R3
On configration JD9+E5, example test283-2, starts violates rule R3
On configration JD9+E5, example test284-2, ekstazi violates rule R3
On configration JD9+E5, example test284-2, starts violates rule R3
On configration JD9+E5, example test285-2, ekstazi violates rule R3
On configration JD9+E5, example test285-2, starts violates rule R3
On configration JD9+E5, example test286-2, ekstazi violates rule R3
On configration JD9+E5, example test286-2, starts violates rule R3
On configration JD9+E5, example test288-2, ekstazi violates rule R3
On configration JD9+E5, example test288-2, starts violates rule R3
On configration JD9+E5, example test289-2, ekstazi violates rule R3
On configration JD9+E5, example test289-2, starts violates rule R3
On configration JD9+E5, example test29-1, ekstazi violates rule R3
On configration JD9+E5, example test29-1, starts violates rule R3
On configration JD9+E5, example test29-3, ekstazi violates rule R3
On configration JD9+E5, example test29-3, starts violates rule R3
On configration JD9+E5, example test29-5, ekstazi violates rule R3
On configration JD9+E5, example test29-5, starts violates rule R3
On configration JD9+E5, example test290-2, ekstazi violates rule R3
On configration JD9+E5, example test290-2, starts violates rule R3
On configration JD9+E5, example test290-3, starts violates rule R3
On configration JD9+E5, example test290-5, starts violates rule R3
On configration JD9+E5, example test291-5, starts violates rule R3
On configration JD9+E5, example test292-5, starts violates rule R3
On configration JD9+E5, example test295-2, ekstazi violates rule R3
On configration JD9+E5, example test295-2, starts violates rule R3
On configration JD9+E5, example test297-2, starts violates rule R3
On configration JD9+E5, example test297-4, starts violates rule R3
On configration JD9+E5, example test297-6, starts violates rule R3
On configration JD9+E5, example test298-2, starts violates rule R3
On configration JD9+E5, example test298-4, starts violates rule R3
On configration JD9+E5, example test298-6, starts violates rule R3
On configration JD9+E5, example test3-1, ekstazi violates rule R3
On configration JD9+E5, example test3-1, starts violates rule R3
On configration JD9+E5, example test3-3, ekstazi violates rule R3
On configration JD9+E5, example test3-3, starts violates rule R3
On configration JD9+E5, example test30-1, ekstazi violates rule R3
On configration JD9+E5, example test30-1, starts violates rule R3
On configration JD9+E5, example test30-3, ekstazi violates rule R3
On configration JD9+E5, example test30-3, starts violates rule R3
On configration JD9+E5, example test30-5, ekstazi violates rule R3
On configration JD9+E5, example test30-5, starts violates rule R3
On configration JD9+E5, example test300-2, starts violates rule R3
On configration JD9+E5, example test300-4, starts violates rule R3
On configration JD9+E5, example test301-2, starts violates rule R3
On configration JD9+E5, example test302-2, starts violates rule R3
On configration JD9+E5, example test303-2, starts violates rule R3
On configration JD9+E5, example test304-5, ekstazi violates rule R3
On configration JD9+E5, example test304-5, starts violates rule R3
On configration JD9+E5, example test305-5, ekstazi violates rule R3
On configration JD9+E5, example test305-5, starts violates rule R3
